mes,site,Medio_de_pago,Incoming_amt,Incoming_qty,Status,BUYER_TYPE,FREQUENCY_MP,LIFECYCLE,SPENDER_TYPE
May,MLM,credit card,25.41,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,credit card,44.03,2,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
April,MLM,tc mp,28.17,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLM,credit card,24.14,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,debit card,23.19,1,Approved,Repeat Buyer,CORE,active_buyer_mid,mid_spender
May,MLM,ticket,118.06,1,Approved,Repeat Buyer,NEW,onboarding,high_spender
April,MLM,credit card,24.16,2,Approved,Repeat Buyer,NEW,active_buyer_low,low_spender
NULL,MLM,tc mp,52.76,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,credit card,15.92,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLM,debit card,19.99,1,Approved,Repeat Buyer,NEW,onboarding,mid_spender
May,MLM,debit card,9.8,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
NULL,MLM,tc mp,28.68,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLM,credit card,24.62,2,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLM,debit card,72,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
April,MLM,digital_currency,34.99,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,digital_currency,24.5,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLM,digital_currency,61.78,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
April,MLM,digital_currency,36.53,1,Approved,Repeat Buyer,CORE,onboarding,mid_low_spender
NULL,MLM,digital_currency,159.39,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLM,tc mp,16.37,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
May,MLM,debit card,34.38,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_spender
April,MLM,debit card,19.03,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
April,MLM,digital_currency,23.61,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
May,MLM,ticket,23,1,Approved,Repeat Buyer,NEW,active_buyer_low,low_spender
April,MLM,debit card,64.57,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLM,tc mp,17.28,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLM,debit card,17.27,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
April,MLM,digital_currency,10.07,1,Approved,Repeat Buyer,CORE,onboarding,low_spender
NULL,MLM,account_money,69.95,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,debit card,10.12,1,Approved,New Buyer,NEW,onboarding,low_spender
May,MLM,account_money,20.31,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
April,MLM,ticket,29.99,1,Cancelled,New Buyer,NEW,onboarding,ultra_high_spender
April,MLM,debit card,25,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLM,account_money,86.41,1,Approved,Repeat Buyer,CASUAL,active_buyer_low,mid_spender
April,MLM,credit card,30,2,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
May,MLM,credit card,74.93,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLM,credit card,117.68,2,Approved,Repeat Buyer,CORE,active_buyer_mid,high_spender
May,MLM,digital_currency,15.51,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,credit card,52.42,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,credit card,48.19,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
May,MLM,credit card,120.91,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
April,MLM,debit card,15.43,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLM,debit card,28.01,1,Approved,Repeat Buyer,NEW,onboarding,mid_high_spender
April,MLM,debit card,59.65,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
May,MLM,account_money,20.32,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,debit card,3.93,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLM,credit card,25.49,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLM,debit card,19.86,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,credit card,113.66,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLM,digital_currency,16.98,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,low_spender
May,MLM,ticket,21,1,Approved,New Buyer,CASUAL,onboarding,low_spender
April,MLM,credit card,44.07,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLM,debit card,18.42,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLM,credit card,33.19,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,tc mp,25.28,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLM,debit card,176.56,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLM,credit card,72.71,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLM,credit card,76.17,1,Rej. Blacklist,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLM,debit card,101.19,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_high_spender
May,MLM,debit card,13.87,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,credit card,38.78,2,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLM,account_money,137.41,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,digital_currency,29.59,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLM,account_money,0.98,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
April,MLM,bank transfer,81.73,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,credit card,170.88,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
NULL,MLM,debit card,45.92,1,Rej. by User Error,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLM,tc mp,114.46,1,Rej. by Bank Other,Repeat Buyer,NEW,active_buyer_mid,ultra_high_spender
May,MLM,debit card,65.88,1,Rej. by User Error,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
May,MLM,credit card,289.07,1,Cancelled,Repeat Buyer,NEW,active_buyer_mid,high_spender
April,MLM,account_money,07.04,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLM,debit card,23.56,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
May,MLM,digital_currency,125.61,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,debit card,19.02,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLM,credit card,174.18,1,Approved,Repeat Buyer,NEW,active_buyer_mid,high_spender
May,MLM,tc mp,85.52,2,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLM,account_money,12.18,1,Approved,Repeat Buyer,CORE,active_buyer_high,mid_high_spender
May,MLM,digital_currency,52.6,1,Approved,New Buyer,NEW,onboarding,mid_low_spender
April,MLM,credit card,21.64,1,Insufficient Amount,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLM,debit card,203.56,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
NULL,MLM,account_money,27.59,1,Approved,Repeat Buyer,POWER USER,active_buyer_low,mid_low_spender
May,MLM,digital_currency,17.97,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLM,debit card,16.7,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_spender
May,MLM,account_money,20.85,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
April,MLM,credit card,89.06,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLM,tc mp,20.3,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,digital_currency,48.8,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLM,digital_currency,65.57,1,Approved,Repeat Buyer,CASUAL,active_buyer_low,mid_low_spender
April,MLM,debit card,38.06,1,Approved,Repeat Buyer,CASUAL,active_buyer_mid,mid_spender
April,MLM,account_money,41.68,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLM,account_money,12.71,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,digital_currency,20.43,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
May,MLM,debit card,24.45,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
April,MLM,ticket,181.59,1,Cancelled,New Buyer,,never_buyer,non_spender
May,MLM,credit card,54.43,2,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLM,account_money,17.72,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLM,credit card,61.41,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLM,ticket,13.56,1,Approved,New Buyer,NEW,onboarding,high_spender
April,MLM,credit card,21.09,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,debit card,9.96,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,account_money,19.71,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
May,MLM,debit card,31.04,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLM,tc mp,515.84,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
April,MLM,credit card,113.22,2,Approved,Repeat Buyer,NEW,active_buyer_mid,high_spender
May,MLM,account_money,37.8,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLM,ticket,28.98,1,Cancelled,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLM,debit card,45.09,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
April,MLM,credit card,8.87,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLM,digital_currency,21.34,1,Approved,Repeat Buyer,CORE,active_buyer_mid,mid_spender
NULL,MLM,debit card,25.61,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
April,MLM,credit card,13.81,1,Approved,New Buyer,NEW,active_buyer_low,low_spender
May,MLM,digital_currency,16.49,1,Cancelled,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLM,account_money,15.72,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_low_spender
NULL,MLM,debit card,20.58,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
April,MLM,credit card,163.35,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
April,MLM,credit card,84.18,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLM,digital_currency,39.67,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
April,MLM,account_money,24.9,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLM,debit card,47.85,1,Approved,Repeat Buyer,CORE,active_buyer_low,mid_spender
May,MLM,credit card,61.18,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,debit card,71.22,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLM,ticket,35.78,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,debit card,22.74,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLM,ticket,20.6,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLM,credit card,58.99,2,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
NULL,MLM,credit card,33.99,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
April,MLM,credit card,31.57,2,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
NULL,MLM,credit card,317.77,1,Insufficient Amount,Repeat Buyer,CASUAL,active_buyer_mid,ultra_high_spender
April,MLM,tc mp,19.96,2,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,debit card,21.46,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,ultra_high_spender
April,MLM,debit card,44.78,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLM,debit card,23.38,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
April,MLM,debit card,30.53,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,credit card,359.71,2,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLM,debit card,290.33,1,Approved,New Buyer,NEW,onboarding,ultra_high_spender
April,MLM,credit card,452.94,2,Approved,Repeat Buyer,NEW,active_buyer_low,high_spender
May,MLM,credit card,85.58,2,Approved,Repeat Buyer,NEW,onboarding,ultra_high_spender
April,MLM,debit card,23.75,1,Approved,New Buyer,NEW,active_buyer_low,low_spender
May,MLM,ticket,67.93,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,debit card,23.86,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,credit card,80.01,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLM,credit card,20.66,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
May,MLM,digital_currency,11.11,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_spender
May,MLM,ticket,6.93,1,Cancelled,Repeat Buyer,NEW,active_buyer_low,low_spender
May,MLM,bank transfer,17.29,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
April,MLM,tc mp,96.58,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
May,MLM,account_money,19.29,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_high_spender
April,MLM,debit card,54.99,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLM,debit card,27.96,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,account_money,7.46,1,Approved,New Buyer,NEW,onboarding,low_spender
May,MLM,account_money,5.31,1,Cancelled,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,debit card,79.52,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLM,credit card,65.03,1,Approved,Repeat Buyer,CASUAL,active_buyer_mid,mid_spender
May,MLM,credit card,126.43,2,Approved,Repeat Buyer,CORE,active_buyer_mid,mid_high_spender
May,MLM,credit card,67.36,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
April,MLM,debit card,19.93,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
NULL,MLM,debit card,16.23,1,Approved,Repeat Buyer,NEW,active_buyer_low,low_spender
April,MLM,ticket,73.38,1,Approved,New Buyer,CORE,onboarding,mid_high_spender
NULL,MLM,credit card,141.8,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLM,debit card,15.63,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,credit card,34.54,1,Rej. by PF,New Buyer,NEW,active_buyer_low,mid_low_spender
May,MLM,credit card,37.64,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLM,bank transfer,26.8,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_low_spender
NULL,MLM,credit card,75.17,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
May,MLM,credit card,28.72,1,Approved,Repeat Buyer,NEW,active_buyer_high,mid_high_spender
April,MLM,debit card,203.74,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLM,account_money,2.87,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLM,debit card,14.72,1,Approved,Repeat Buyer,CORE,active_buyer_high,ultra_high_spender
May,MLM,credit card,51.46,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,account_money,16.95,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
May,MLM,digital_currency,12.71,1,Approved,Repeat Buyer,CORE,active_buyer_high,high_spender
May,MLM,debit card,08.05,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
April,MLM,debit card,58.22,1,Approved,Repeat Buyer,NEW,onboarding,ultra_high_spender
NULL,MLM,credit card,27.84,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLM,ticket,276.67,1,Approved,New Buyer,NEW,onboarding,ultra_high_spender
NULL,MLM,account_money,38.57,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_high_spender
May,MLM,account_money,7.97,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
NULL,MLM,tc mp,42.99,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
NULL,MLM,digital_currency,22.52,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,high_spender
May,MLM,ticket,20.23,1,Cancelled,Repeat Buyer,NEW,active_buyer_mid,mid_spender
April,MLM,tc mp,468.66,1,Approved,Repeat Buyer,CASUAL,active_buyer_high,high_spender
May,MLM,debit card,29.82,1,Approved,Repeat Buyer,NEW,active_buyer_high,high_spender
NULL,MLM,credit card,35.94,1,Rej. by Bank Other,Repeat Buyer,CORE,active_buyer_high,high_spender
NULL,MLM,account_money,27.21,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,ultra_high_spender
April,MLM,credit card,79.31,1,Approved,Repeat Buyer,NEW,active_buyer_high,ultra_high_spender
May,MLM,account_money,43.2,1,Approved,Repeat Buyer,POWER USER,active_buyer_high,mid_high_spender
May,MLM,credit card,44.57,1,Approved,Repeat Buyer,NEW,active_buyer_low,mid_low_spender
April,MLM,debit card,14.83,1,Approved,Repeat Buyer,NEW,active_buyer_mid,mid_spender
May,MLM,debit card,32.91,1,Approved,Repeat Buyer,CORE,active_buyer_mid,mid_spender
April,MLM,ticket,22.03,1,Approved,Repeat Buyer,NEW,onboarding,high_spender
May,MLM,debit card,13.79,1,Approved,Repeat Buyer,POWER USER,active_buyer_mid,mid_spender
May,MLU,credit card,95.59,1,Approved,Repeat Buyer,,active_buyer_mid,mid_spender
May,MLU,debit card,27.62,1,Approved,Repeat Buyer,,active_buyer_mid,mid_low_spender
NULL,MLU,debit card,23.74,1,Approved,Repeat Buyer,,active_buyer_high,high_spender
May,MLU,credit card,35.72,1,Approved,Repeat Buyer,,active_buyer_high,mid_high_spender
April,MLU,account_money,8.41,1,Approved,Repeat Buyer,,active_buyer_high,ultra_high_spender
April,MLU,credit card,84.79,1,Approved,Repeat Buyer,,active_buyer_mid,mid_spender
April,MPE,atm,38.18,1,Cancelled,New Buyer,,,
April,MPE,account_money,39.94,1,Approved,Repeat Buyer,,,
April,MPE,credit card,70.43,1,Approved,Repeat Buyer,,,
May,MPE,atm,29.44,1,Cancelled,Repeat Buyer,,,
April,MPE,atm,25.44,1,Cancelled,New Buyer,,,
